temperature	specific_heat_per_particle_grand_canonical	specific_heat_per_particle_canonical
1.000000000000	0.332307114676	0.328028495043
0.500000000000	0.616628568675	0.606100083419
0.333333333333	0.408643914960	0.395450654431
0.250000000000	0.305878890903	0.290278853452
0.200000000000	0.241002442950	0.222941357670
0.166666666667	0.192212525331	0.173028492950
0.142857142857	0.153203729113	0.134487484945
0.125000000000	0.121677811825	0.104554205782
0.111111111111	0.096299371083	0.081326631210
0.100000000000	0.075994170103	0.063310246096
0.090909090909	0.059829380683	0.049323026138
0.083333333333	0.047006608964	0.038444649684
0.076923076923	0.036860480813	0.029967288940
0.071428571429	0.028847763518	0.023349538811
0.066666666667	0.022530659885	0.018177283102
0.062500000000	0.017558883076	0.014132614683
0.058823529412	0.013653151016	0.010970136022
0.055555555556	0.010591118619	0.008499282159
0.052631578947	0.008195866394	0.006571251553
0.050000000000	0.006326671252	0.005069336234
0.047619047619	0.004871669255	0.003901713858
0.045454545455	0.003742031241	0.002996013050
0.043478260870	0.002867329594	0.002295161816
0.041666666667	0.002191839777	0.001754175289
0.040000000000	0.001671578019	0.001337642513
0.038461538462	0.001271922763	0.001017743023
0.037037037037	0.000965702496	0.000772672072
0.035714285714	0.000731658618	0.000585385910
0.034482758621	0.000553211333	0.000442600634
0.033333333333	0.000417470961	0.000333993618
0.032258064516	0.000314448176	0.000251567516
0.031250000000	0.000236425268	0.000189144985
0.030303030303	0.000177457451	0.000141968493
0.029411764706	0.000132978860	0.000106384430
0.028571428571	0.000099492488	0.000079594700
0.027777777778	0.000074327122	0.000059462072
0.027027027027	0.000055447555	0.000044358242
0.026315789474	0.000041306930	0.000033045648
0.025641025641	0.000030732290	0.000024585887
0.025000000000	0.000022836166	0.000018268961
0.024390243902	0.000016948498	0.000013558814
0.023809523810	0.000012564385	0.000010051516
0.023255813953	0.000009304100	0.000007443283
0.022727272727	0.000006882569	0.000005506058
0.022222222222	0.000005086145	0.000004068919
0.021739130435	0.000003754973	0.000003003978
0.021276595745	0.000002769630	0.000002215703
0.020833333333	0.000002041031	0.000001632825
0.020408163265	0.000001502814	0.000001202254
0.020000000000	0.000001105614	0.000000884491
0.019607843137	0.000000812751	0.000000650200
0.019230769231	0.000000597009	0.000000477609
0.018867924528	0.000000438213	0.000000350571
0.018518518519	0.000000321427	0.000000257140
0.018181818182	0.000000235604	0.000000188482
0.017857142857	0.000000172583	0.000000138068
0.017543859649	0.000000126339	0.000000101072
0.017241379310	0.000000092429	0.000000073941
0.016949152542	0.000000067581	0.000000054063
0.016666666667	0.000000049384	0.000000039508
0.016393442623	0.000000036067	0.000000028855
0.016129032258	0.000000026327	0.000000021064
0.015873015873	0.000000019208	0.000000015366
0.015625000000	0.000000014006	0.000000011204
0.015384615385	0.000000010209	0.000000008168
0.015151515152	0.000000007437	0.000000005952
0.014925373134	0.000000005414	0.000000004330
0.014705882353	0.000000003942	0.000000003154
0.014492753623	0.000000002868	0.000000002295
0.014285714286	0.000000002086	0.000000001666
0.014084507042	0.000000001516	0.000000001213
0.013888888889	0.000000001101	0.000000000882
0.013698630137	0.000000000800	0.000000000641
0.013513513514	0.000000000581	0.000000000464
0.013333333333	0.000000000422	0.000000000337
0.013157894737	0.000000000306	0.000000000244
0.012987012987	0.000000000222	0.000000000177
0.012820512821	0.000000000159	0.000000000131
0.012658227848	0.000000000115	0.000000000092
0.012500000000	0.000000000085	0.000000000068
0.012345679012	0.000000000061	0.000000000050
0.012195121951	0.000000000045	0.000000000032
0.012048192771	0.000000000032	0.000000000028
0.011904761905	0.000000000023	0.000000000018
0.011764705882	0.000000000016	0.000000000010
0.011627906977	0.000000000011	0.000000000011
0.011494252874	0.000000000008	0.000000000011
0.011363636364	0.000000000006	0.000000000002
0.011235955056	0.000000000005	0.000000000002
0.011111111111	0.000000000004	0.000000000004
0.010989010989	0.000000000002	0.000000000004
0.010869565217	0.000000000002	0.000000000004
0.010752688172	0.000000000001	-0.000000000000
0.010638297872	-0.000000000001	0.000000000001
0.010526315789	0.000000000001	-0.000000000002
0.010416666667	0.000000000002	-0.000000000001
0.010309278351	-0.000000000000	0.000000000002
0.010204081633	-0.000000000001	-0.000000000000
0.010101010101	-0.000000000001	0.000000000001
0.010000000000	-0.000000000000	0.000000000004
